metodo_1,metodo_2,ARI
hdbscan_min_cluster_size=5,"leiden_k_nn=20, res=1.5",0.021220835538156086
hdbscan_min_cluster_size=4,"leiden_k_nn=15, res=1.5",0.021168011665032557
hdbscan_min_cluster_size=3,"leiden_k_nn=20, res=2.0",0.018482738757519702
"leiden_k_nn=20, res=1.0",gmm_K=4,0.01832714618506135
aggl_K=4,"leiden_k_nn=10, res=1.5",0.018198655081042587
aggl_K=5,"leiden_k_nn=10, res=1.5",0.017424022632739605
aggl_K=4,"leiden_k_nn=20, res=1.0",0.01711901385593507
hdbscan_min_cluster_size=5,"leiden_k_nn=20, res=2.0",0.015608239255856438
hdbscan_min_cluster_size=4,"leiden_k_nn=20, res=1.0",0.015487698874933576
hdbscan_min_cluster_size=4,"leiden_k_nn=15, res=2.0",0.014066157074386474
hdbscan_min_cluster_size=5,"leiden_k_nn=10, res=2.0",0.014049071477796049
aggl_K=5,"leiden_k_nn=20, res=1.0",0.013903022683147925
hdbscan_min_cluster_size=4,"leiden_k_nn=10, res=2.0",0.013470992360539455
hdbscan_min_cluster_size=5,"leiden_k_nn=15, res=1.5",0.013322630500676915
aggl_K=4,"leiden_k_nn=20, res=1.5",0.010091088356744679
aggl_K=5,"leiden_k_nn=20, res=1.5",0.009217617211767398
aggl_K=5,"leiden_k_nn=20, res=2.0",0.008223997904858962
aggl_K=4,"leiden_k_nn=20, res=2.0",0.007939495616869971
hdbscan_min_cluster_size=5,"leiden_k_nn=20, res=1.0",0.006531781594960257
aggl_K=4,"leiden_k_nn=15, res=1.0",0.005892034978245504
aggl_K=3,"leiden_k_nn=20, res=1.0",0.005541371032806643
hdbscan_min_cluster_size=3,"leiden_k_nn=15, res=1.0",0.0054415802284149
aggl_K=5,"leiden_k_nn=15, res=2.0",0.004818934855790702
aggl_K=4,"leiden_k_nn=15, res=2.0",0.0042908166583958875
aggl_K=3,"leiden_k_nn=10, res=0.5",0.0042136800702526
hdbscan_min_cluster_size=5,"leiden_k_nn=10, res=1.5",0.004211014558462409
aggl_K=3,"leiden_k_nn=10, res=2.0",0.002974768611413684
aggl_K=3,"leiden_k_nn=20, res=1.5",0.0028027732703938633
aggl_K=5,"leiden_k_nn=15, res=1.0",0.0024956070937673597
aggl_K=2,"leiden_k_nn=15, res=1.0",0.0023744391177559295
kmeans_K=2,"leiden_k_nn=15, res=1.0",0.0023744391177559295
aggl_K=3,"leiden_k_nn=10, res=1.5",0.0023609719356414587
hdbscan_min_cluster_size=5,"leiden_k_nn=15, res=2.0",0.002196810089505315
kmeans_K=5,hdbscan_min_cluster_size=4,0.0018765350826194212
aggl_K=8,hdbscan_min_cluster_size=3,0.0008397566030388416
aggl_K=2,"leiden_k_nn=20, res=1.5",0.0006064165556494626
kmeans_K=2,"leiden_k_nn=20, res=1.5",0.0006064165556494626
"leiden_k_nn=15, res=0.5","leiden_k_nn=15, res=1.0",0.0
aggl_K=5,"leiden_k_nn=15, res=0.5",0.0
aggl_K=5,"leiden_k_nn=20, res=0.5",0.0
aggl_K=5,hdbscan_min_cluster_size=6,0.0
aggl_K=5,hdbscan_min_cluster_size=8,0.0
"leiden_k_nn=15, res=2.0","leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=20, res=0.5","leiden_k_nn=20, res=1.0",0.0
"leiden_k_nn=20, res=0.5","leiden_k_nn=20, res=1.5",0.0
"leiden_k_nn=20, res=0.5","leiden_k_nn=20, res=2.0",0.0
"leiden_k_nn=20, res=0.5",gmm_K=2,0.0
kmeans_K=3,hdbscan_min_cluster_size=6,0.0
kmeans_K=5,"leiden_k_nn=20, res=0.5",0.0
kmeans_K=4,hdbscan_min_cluster_size=6,0.0
"leiden_k_nn=15, res=0.5","leiden_k_nn=15, res=1.5",0.0
hdbscan_min_cluster_size=6,gmm_K=3,0.0
hdbscan_min_cluster_size=6,gmm_K=4,0.0
hdbscan_min_cluster_size=6,gmm_K=5,0.0
hdbscan_min_cluster_size=6,gmm_K=6,0.0
hdbscan_min_cluster_size=6,gmm_K=7,0.0
aggl_K=3,"leiden_k_nn=15, res=0.5",0.0
aggl_K=3,"leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=10, res=0.5","leiden_k_nn=15, res=0.5",0.0
kmeans_K=7,"leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=10, res=1.0","leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=10, res=1.0","leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=15, res=0.5",gmm_K=6,0.0
"leiden_k_nn=15, res=0.5",gmm_K=7,0.0
kmeans_K=7,hdbscan_min_cluster_size=6,0.0
kmeans_K=7,hdbscan_min_cluster_size=8,0.0
kmeans_K=7,"leiden_k_nn=15, res=0.5",0.0
kmeans_K=4,hdbscan_min_cluster_size=8,0.0
"leiden_k_nn=10, res=0.5","leiden_k_nn=20, res=0.5",0.0
aggl_K=8,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=3,hdbscan_min_cluster_size=6,0.0
"leiden_k_nn=20, res=0.5",gmm_K=4,0.0
"leiden_k_nn=20, res=0.5",gmm_K=3,0.0
"leiden_k_nn=20, res=0.5",gmm_K=8,0.0
"leiden_k_nn=15, res=0.5","leiden_k_nn=20, res=2.0",0.0
"leiden_k_nn=15, res=0.5",gmm_K=2,0.0
kmeans_K=3,"leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=15, res=0.5",gmm_K=4,0.0
hdbscan_min_cluster_size=3,hdbscan_min_cluster_size=8,0.0
aggl_K=6,hdbscan_min_cluster_size=6,0.0
aggl_K=6,hdbscan_min_cluster_size=8,0.0
aggl_K=6,"leiden_k_nn=15, res=0.5",0.0
aggl_K=6,"leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=15, res=0.5","leiden_k_nn=20, res=1.5",0.0
aggl_K=7,"leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=15, res=0.5",gmm_K=3,0.0
kmeans_K=4,"leiden_k_nn=15, res=0.5",0.0
kmeans_K=4,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=6,gmm_K=2,0.0
kmeans_K=3,"leiden_k_nn=20, res=0.5",0.0
kmeans_K=6,"leiden_k_nn=15, res=0.5",0.0
kmeans_K=6,"leiden_k_nn=20, res=0.5",0.0
kmeans_K=5,hdbscan_min_cluster_size=6,0.0
aggl_K=8,"leiden_k_nn=15, res=0.5",0.0
kmeans_K=5,"leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=15, res=0.5",gmm_K=8,0.0
"leiden_k_nn=15, res=1.0","leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=15, res=1.5","leiden_k_nn=20, res=0.5",0.0
kmeans_K=6,hdbscan_min_cluster_size=6,0.0
kmeans_K=6,hdbscan_min_cluster_size=8,0.0
aggl_K=8,hdbscan_min_cluster_size=6,0.0
aggl_K=8,hdbscan_min_cluster_size=8,0.0
kmeans_K=5,hdbscan_min_cluster_size=8,0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=10, res=2.0",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=15, res=1.0",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=15, res=1.5",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=15, res=2.0",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=20, res=1.0",0.0
hdbscan_min_cluster_size=5,"leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=10, res=2.0","leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=20, res=1.5",0.0
hdbscan_min_cluster_size=4,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=4,hdbscan_min_cluster_size=8,0.0
hdbscan_min_cluster_size=5,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=5,hdbscan_min_cluster_size=6,0.0
hdbscan_min_cluster_size=5,hdbscan_min_cluster_size=8,0.0
aggl_K=3,hdbscan_min_cluster_size=6,0.0
aggl_K=3,hdbscan_min_cluster_size=8,0.0
aggl_K=2,"leiden_k_nn=15, res=0.5",0.0
kmeans_K=8,hdbscan_min_cluster_size=6,0.0
"leiden_k_nn=15, res=0.5",gmm_K=5,0.0
hdbscan_min_cluster_size=4,hdbscan_min_cluster_size=6,0.0
kmeans_K=2,"leiden_k_nn=20, res=0.5",0.0
kmeans_K=2,hdbscan_min_cluster_size=6,0.0
kmeans_K=2,"leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=20, res=0.5",gmm_K=7,0.0
aggl_K=7,hdbscan_min_cluster_size=8,0.0
aggl_K=7,"leiden_k_nn=15, res=0.5",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=10, res=1.5",0.0
kmeans_K=3,hdbscan_min_cluster_size=8,0.0
aggl_K=7,hdbscan_min_cluster_size=6,0.0
hdbscan_min_cluster_size=4,"leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=20, res=0.5",gmm_K=6,0.0
hdbscan_min_cluster_size=3,"leiden_k_nn=15, res=0.5",0.0
hdbscan_min_cluster_size=3,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=10, res=0.5",0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=10, res=1.0",0.0
kmeans_K=2,hdbscan_min_cluster_size=8,0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=20, res=2.0",0.0
hdbscan_min_cluster_size=8,gmm_K=2,0.0
hdbscan_min_cluster_size=8,gmm_K=3,0.0
hdbscan_min_cluster_size=8,gmm_K=4,0.0
hdbscan_min_cluster_size=8,gmm_K=5,0.0
hdbscan_min_cluster_size=8,gmm_K=6,0.0
hdbscan_min_cluster_size=6,gmm_K=8,0.0
aggl_K=2,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=10, res=1.0",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=10, res=1.5",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=10, res=2.0",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=15, res=1.0",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=15, res=1.5",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=15, res=2.0",0.0
"leiden_k_nn=20, res=0.5",gmm_K=5,0.0
hdbscan_min_cluster_size=6,"leiden_k_nn=20, res=2.0",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=10, res=0.5",0.0
aggl_K=2,hdbscan_min_cluster_size=6,0.0
aggl_K=2,hdbscan_min_cluster_size=8,0.0
aggl_K=4,hdbscan_min_cluster_size=6,0.0
aggl_K=4,hdbscan_min_cluster_size=8,0.0
hdbscan_min_cluster_size=8,gmm_K=7,0.0
hdbscan_min_cluster_size=8,gmm_K=8,0.0
"leiden_k_nn=15, res=0.5","leiden_k_nn=15, res=2.0",0.0
"leiden_k_nn=15, res=0.5","leiden_k_nn=20, res=1.0",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=20, res=1.5",0.0
kmeans_K=8,"leiden_k_nn=15, res=0.5",0.0
kmeans_K=8,"leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=10, res=1.5","leiden_k_nn=15, res=0.5",0.0
"leiden_k_nn=10, res=1.5","leiden_k_nn=20, res=0.5",0.0
"leiden_k_nn=10, res=2.0","leiden_k_nn=15, res=0.5",0.0
aggl_K=4,"leiden_k_nn=15, res=0.5",0.0
aggl_K=4,"leiden_k_nn=20, res=0.5",0.0
hdbscan_min_cluster_size=8,"leiden_k_nn=20, res=1.0",0.0
kmeans_K=8,hdbscan_min_cluster_size=8,0.0
hdbscan_min_cluster_size=5,"leiden_k_nn=10, res=1.0",-3.663137843877065e-05
aggl_K=2,"leiden_k_nn=10, res=2.0",-0.00010548152315319434
kmeans_K=2,"leiden_k_nn=10, res=2.0",-0.00010548152315319434
aggl_K=3,"leiden_k_nn=15, res=2.0",-0.0004895431310267882
hdbscan_min_cluster_size=4,"leiden_k_nn=10, res=1.5",-0.000881730635206267
aggl_K=2,"leiden_k_nn=15, res=1.5",-0.0009034843068704089
kmeans_K=2,"leiden_k_nn=15, res=1.5",-0.0009034843068704089
aggl_K=4,"leiden_k_nn=10, res=0.5",-0.0015622864782812633
aggl_K=3,"leiden_k_nn=20, res=2.0",-0.00211622511981034
aggl_K=2,"leiden_k_nn=20, res=2.0",-0.003701197914593863
kmeans_K=2,"leiden_k_nn=20, res=2.0",-0.003701197914593863
aggl_K=5,"leiden_k_nn=10, res=0.5",-0.004454227823042319
hdbscan_min_cluster_size=3,gmm_K=6,-0.004516265612871357
hdbscan_min_cluster_size=4,"leiden_k_nn=10, res=1.0",-0.004786322452017288
aggl_K=2,"leiden_k_nn=10, res=1.0",-0.006223199034866637
kmeans_K=2,"leiden_k_nn=10, res=1.0",-0.006223199034866637
aggl_K=4,"leiden_k_nn=10, res=1.0",-0.006758720687431719
aggl_K=2,"leiden_k_nn=10, res=1.5",-0.008196501558627044
kmeans_K=2,"leiden_k_nn=10, res=1.5",-0.008196501558627044
hdbscan_min_cluster_size=5,"leiden_k_nn=15, res=1.0",-0.008392965656629824
aggl_K=3,"leiden_k_nn=15, res=1.5",-0.008627816759587051
kmeans_K=5,hdbscan_min_cluster_size=5,-0.008762419918243374
hdbscan_min_cluster_size=4,"leiden_k_nn=15, res=1.0",-0.008785522636718382
hdbscan_min_cluster_size=3,gmm_K=7,-0.009192585998713214
aggl_K=5,"leiden_k_nn=10, res=1.0",-0.01018477032440132
kmeans_K=8,hdbscan_min_cluster_size=3,-0.010186203014749085
aggl_K=5,"leiden_k_nn=15, res=1.5",-0.010842529762623457
kmeans_K=2,"leiden_k_nn=15, res=2.0",-0.011118162144319928
aggl_K=2,"leiden_k_nn=15, res=2.0",-0.011118162144319928
aggl_K=4,"leiden_k_nn=15, res=1.5",-0.011621318609781679
aggl_K=2,"leiden_k_nn=10, res=0.5",-0.012404312747975633
kmeans_K=2,"leiden_k_nn=10, res=0.5",-0.012404312747975633
aggl_K=3,"leiden_k_nn=15, res=1.0",-0.015495960133077968
aggl_K=8,hdbscan_min_cluster_size=4,-0.015834107448855685
hdbscan_min_cluster_size=3,gmm_K=8,-0.01586073500967118
aggl_K=3,"leiden_k_nn=10, res=1.0",-0.016391194019614568
kmeans_K=2,"leiden_k_nn=20, res=1.0",-0.02220127694462915
aggl_K=2,"leiden_k_nn=20, res=1.0",-0.02220127694462915
kmeans_K=6,hdbscan_min_cluster_size=3,-0.024155438583588866
aggl_K=8,hdbscan_min_cluster_size=5,-0.024244941146587734
hdbscan_min_cluster_size=3,gmm_K=5,-0.024418493109316545
kmeans_K=8,hdbscan_min_cluster_size=5,-0.025054718361602547
hdbscan_min_cluster_size=4,gmm_K=6,-0.02715634294581663
hdbscan_min_cluster_size=5,gmm_K=6,-0.02769670247779917
kmeans_K=8,hdbscan_min_cluster_size=4,-0.029299989326640383
hdbscan_min_cluster_size=5,gmm_K=7,-0.029591386530229965
hdbscan_min_cluster_size=4,gmm_K=7,-0.029885650694321243
kmeans_K=6,hdbscan_min_cluster_size=5,-0.03137295924208716
kmeans_K=5,hdbscan_min_cluster_size=3,-0.03259970213470131
aggl_K=6,hdbscan_min_cluster_size=4,-0.03556741741332825
aggl_K=7,hdbscan_min_cluster_size=4,-0.0368469942938028
kmeans_K=6,hdbscan_min_cluster_size=4,-0.039646115378169325
hdbscan_min_cluster_size=5,gmm_K=8,-0.04
aggl_K=6,hdbscan_min_cluster_size=5,-0.041221515879441
hdbscan_min_cluster_size=4,gmm_K=8,-0.04133290611983339
aggl_K=7,hdbscan_min_cluster_size=5,-0.04230876996357523
aggl_K=6,hdbscan_min_cluster_size=3,-0.04574928471812862
hdbscan_min_cluster_size=4,gmm_K=5,-0.04691546780369182
aggl_K=7,hdbscan_min_cluster_size=3,-0.04744329463430587
hdbscan_min_cluster_size=5,gmm_K=2,-0.04838709677419355
hdbscan_min_cluster_size=5,gmm_K=5,-0.04972463579066593
hdbscan_min_cluster_size=5,gmm_K=3,-0.059178474738072674
kmeans_K=7,hdbscan_min_cluster_size=5,-0.059251246535623074
hdbscan_min_cluster_size=4,gmm_K=3,-0.061471326457283905
hdbscan_min_cluster_size=4,gmm_K=2,-0.06313178878633767
kmeans_K=7,hdbscan_min_cluster_size=4,-0.06550322418336137
hdbscan_min_cluster_size=3,gmm_K=3,-0.06613874859530483
kmeans_K=3,hdbscan_min_cluster_size=5,-0.0729633786217806
kmeans_K=7,hdbscan_min_cluster_size=3,-0.07792827097316034
kmeans_K=4,hdbscan_min_cluster_size=5,-0.07879009693143686
aggl_K=2,hdbscan_min_cluster_size=3,-0.08069696259919887
kmeans_K=2,hdbscan_min_cluster_size=3,-0.08069696259919887
aggl_K=2,hdbscan_min_cluster_size=4,-0.0807242023823915
kmeans_K=2,hdbscan_min_cluster_size=4,-0.0807242023823915
aggl_K=2,hdbscan_min_cluster_size=5,-0.08108382537353594
kmeans_K=2,hdbscan_min_cluster_size=5,-0.08108382537353594
kmeans_K=3,hdbscan_min_cluster_size=4,-0.08737408431407058
hdbscan_min_cluster_size=3,gmm_K=2,-0.089248544450813
kmeans_K=4,hdbscan_min_cluster_size=4,-0.09457592814890334
hdbscan_min_cluster_size=5,gmm_K=4,-0.0988952077246398
hdbscan_min_cluster_size=4,gmm_K=4,-0.1030250414310996
hdbscan_min_cluster_size=3,gmm_K=4,-0.11326068012201959
kmeans_K=3,hdbscan_min_cluster_size=3,-0.11429644198437935
aggl_K=3,hdbscan_min_cluster_size=5,-0.12411716243272361
kmeans_K=4,hdbscan_min_cluster_size=3,-0.12436512093754158
aggl_K=3,hdbscan_min_cluster_size=4,-0.12620008715901238
aggl_K=3,hdbscan_min_cluster_size=3,-0.1306622489387099
aggl_K=4,hdbscan_min_cluster_size=5,-0.16715287508672266
aggl_K=5,hdbscan_min_cluster_size=5,-0.16907507460771798
aggl_K=4,hdbscan_min_cluster_size=4,-0.1740777764431152
aggl_K=5,hdbscan_min_cluster_size=4,-0.17625520246382176
aggl_K=4,hdbscan_min_cluster_size=3,-0.188402507060766
aggl_K=5,hdbscan_min_cluster_size=3,-0.19106150791758766
