k_anios,rep_id,COD_HOSPITAL,variable,error_relativo
1,0,123100,estancia_media,0.15041728756037617
1,0,123100,peso_medio_grd,0.1642468478236657
1,0,123100,severidad_media,0.17064312850111948
1,0,123100,mortalidad_media,0.16795677340736767
1,0,123100,tasa_cma,0.2945571838915463
1,0,124105,egresos_por_anio,0.16938438383319268
1,0,124105,estancia_media,0.16571912444108272
1,0,124105,peso_medio_grd,0.12473182955526951
1,0,124105,severidad_media,0.11795158092796765
1,0,124105,mortalidad_media,0.10936344747668555
1,0,124105,tasa_cma,0.13258167781839109
1,0,125100,egresos_por_anio,0.12649145106400422
1,0,125100,estancia_media,0.06527121799598212
1,0,125100,peso_medio_grd,0.09234249926301859
1,0,125100,severidad_media,0.0809198214437497
1,0,125100,mortalidad_media,0.08540110383857166
1,0,125100,tasa_cma,0.24244850822732084
1,0,126100,egresos_por_anio,0.16774873941271456
1,0,126100,estancia_media,0.006296736805412795
1,0,126100,peso_medio_grd,0.10413825924097585
1,0,126100,severidad_media,0.05850989889564386
1,0,126100,mortalidad_media,0.04490230487405079
1,0,126100,tasa_cma,0.13282544285811557
1,0,128109,egresos_por_anio,0.13166504553895128
1,0,128109,estancia_media,0.20868004345428803
1,0,128109,peso_medio_grd,0.13205617357954216
1,0,128109,severidad_media,0.1350312699266001
1,0,128109,mortalidad_media,0.10630881531107418
1,0,128109,tasa_cma,0.5943971198861252
1,0,129100,egresos_por_anio,0.008193523214982443
1,0,129100,estancia_media,0.18534658305705193
1,0,129100,peso_medio_grd,0.17954328725726038
1,0,129100,severidad_media,0.159064140530354
1,0,129100,mortalidad_media,0.12879362917474174
1,0,129100,tasa_cma,0.09248261113958724
1,0,129106,egresos_por_anio,0.15634638196915776
1,0,129106,estancia_media,0.10569094966670829
1,0,129106,peso_medio_grd,0.14820884217143704
1,0,129106,severidad_media,0.11435790558037157
1,0,129106,mortalidad_media,0.07728308713950435
1,0,129106,tasa_cma,0.0013669560056878273
1,0,133150,egresos_por_anio,0.31604754829123327
1,0,133150,estancia_media,0.2440058312390825
1,0,133150,peso_medio_grd,0.17124772581805792
1,0,133150,severidad_media,0.23081329167887693
1,0,133150,mortalidad_media,0.20353738240925184
1,0,133150,tasa_cma,0.15453322959538218
1,1,101100,egresos_por_anio,0.11722892206343306
1,1,101100,estancia_media,0.0850514653257122
1,1,101100,peso_medio_grd,0.06773970159770189
1,1,101100,severidad_media,0.06066792490603426
1,1,101100,mortalidad_media,0.05503251361342874
1,1,101100,tasa_cma,0.3294492628891763
1,1,102100,egresos_por_anio,0.09797248579586422
1,1,102100,estancia_media,0.03001162397307059
1,1,102100,peso_medio_grd,0.02305195480971606
1,1,102100,severidad_media,0.02142217636072735
1,1,102100,mortalidad_media,0.035457724800698816
1,1,102100,tasa_cma,0.17160511899065847
1,1,103100,egresos_por_anio,0.0740968512791679
1,1,103100,estancia_media,0.041264049706643116
1,1,103100,peso_medio_grd,0.06750323324325185
1,1,103100,severidad_media,0.0530954911981749
1,1,103100,mortalidad_media,0.016543296545455784
1,1,103100,tasa_cma,0.5073647536181172
1,1,103101,egresos_por_anio,0.05822978537331918
1,1,103101,estancia_media,0.016372891916135245
1,1,103101,peso_medio_grd,0.08300787185841253
1,1,103101,severidad_media,0.03712474267505921
1,1,103101,mortalidad_media,0.01276077657485412
1,1,103101,tasa_cma,0.44638830612204317
1,1,104100,egresos_por_anio,0.09470792365529203
1,1,104100,estancia_media,0.019653016403623515
1,1,104100,peso_medio_grd,0.06340640023556737
1,1,104100,severidad_media,0.0754526673142709
1,1,104100,mortalidad_media,0.002603077916530287
1,1,104100,tasa_cma,0.5684632574067423
1,1,104103,egresos_por_anio,0.11086963903697925
1,1,104103,estancia_media,0.055653742260475376
1,1,104103,peso_medio_grd,0.002560979440038803
1,1,104103,severidad_media,0.01676960877605944
1,1,104103,mortalidad_media,0.031556068554733294
1,1,104103,tasa_cma,0.7155977724611534
1,1,105100,egresos_por_anio,0.17115572013252778
1,1,105100,estancia_media,0.01866472967229996
1,1,105100,peso_medio_grd,0.014411978280698332
1,1,105100,severidad_media,0.04686348039499355
1,1,105100,mortalidad_media,0.01110112170501444
1,1,105100,tasa_cma,0.41577699088675124
1,1,105101,egresos_por_anio,0.1362139120325518
1,1,105101,estancia_media,0.04148803661940835
1,1,105101,peso_medio_grd,0.0030735714701959223
1,1,105101,severidad_media,0.007372183984042206
1,1,105101,mortalidad_media,0.0012697394889072708
1,1,105101,tasa_cma,0.2578356436040719
1,1,105102,egresos_por_anio,0.15434547421565092
1,1,105102,estancia_media,0.042618718329624
1,1,105102,peso_medio_grd,0.04636338668989421
1,1,105102,severidad_media,0.0007473368142270983
1,1,105102,mortalidad_media,0.0008069290435520288
1,1,105102,tasa_cma,0.4773538250666948
1,1,106100,egresos_por_anio,0.3399415098734439
1,1,106100,estancia_media,0.2872414537532113
1,1,106100,peso_medio_grd,0.1106783668690523
1,1,106100,severidad_media,0.11318270780894177
1,1,106100,mortalidad_media,0.09298664232102946
1,1,106100,tasa_cma,0.44969298054813667
1,1,106102,egresos_por_anio,0.11680934799367057
1,1,106102,estancia_media,0.0633708828716227
1,1,106102,peso_medio_grd,0.04006552907997838
1,1,106102,severidad_media,0.019273699627817255
1,1,106102,mortalidad_media,0.014842179166544598
1,1,106102,tasa_cma,0.1665163817043179
1,1,106103,egresos_por_anio,0.19282912052440776
1,1,106103,estancia_media,0.026475744028776508
1,1,106103,peso_medio_grd,0.046223272059841204
1,1,106103,severidad_media,0.03000568538773936
1,1,106103,mortalidad_media,0.03132830491873495
1,1,106103,tasa_cma,0.5380201145951997
1,1,107100,egresos_por_anio,0.20094662279350975
1,1,107100,estancia_media,0.09985941459068502
1,1,107100,peso_medio_grd,0.019129012661418726
1,1,107100,severidad_media,0.015918925885566895
1,1,107100,mortalidad_media,0.03091649142409721
1,1,107100,tasa_cma,0.600944337252675
1,1,107101,egresos_por_anio,0.13440701702660862
1,1,107101,estancia_media,0.03735040667944522
1,1,107101,peso_medio_grd,0.023127764788472206
1,1,107101,severidad_media,0.07187919236882011
1,1,107101,mortalidad_media,0.03235685025785768
1,1,107101,tasa_cma,0.4656319093902932
1,1,107102,egresos_por_anio,0.09205248823966332
1,1,107102,estancia_media,0.004153821960482849
1,1,107102,peso_medio_grd,0.00142204113232416
1,1,107102,severidad_media,0.03498259893024887
1,1,107102,mortalidad_media,0.006096574604137046
1,1,107102,tasa_cma,0.42896173434197793
1,1,108100,egresos_por_anio,0.10179958593597939
1,1,108100,estancia_media,0.019954500494431378
1,1,108100,peso_medio_grd,0.02517422899921826
1,1,108100,severidad_media,0.036794392707851606
1,1,108100,mortalidad_media,0.046072759584200935
1,1,108100,tasa_cma,0.39798047891666344
1,1,108101,egresos_por_anio,0.11326776525760437
1,1,108101,estancia_media,0.02835104590795138
1,1,108101,peso_medio_grd,0.020644538417130043
1,1,108101,severidad_media,0.008157749808376049
1,1,108101,mortalidad_media,0.012225567727291513
1,1,108101,tasa_cma,0.3892400973208587
1,1,109100,egresos_por_anio,0.04131187525860755
1,1,109100,estancia_media,0.00920523310474328
1,1,109100,peso_medio_grd,0.011737156547788726
1,1,109100,severidad_media,0.0038727780419826985
1,1,109100,mortalidad_media,0.004336572109691722
1,1,109100,tasa_cma,0.38303035412991915
1,1,109101,egresos_por_anio,0.30289756623175845
1,1,109101,estancia_media,0.12602404683345128
1,1,109101,peso_medio_grd,0.10612456531391293
1,1,109101,severidad_media,0.06848112382046297
1,1,109101,mortalidad_media,0.10998427259511286
1,1,109101,tasa_cma,0.016966100713333696
1,1,110100,egresos_por_anio,0.17942283563362615
1,1,110100,estancia_media,0.10881096592766921
1,1,110100,peso_medio_grd,0.06602965909298836
1,1,110100,severidad_media,0.0125312033481439
1,1,110100,mortalidad_media,0.004248840377011581
1,1,110100,tasa_cma,0.16518036599862856
1,1,110120,egresos_por_anio,0.21849575753343348
1,1,110120,estancia_media,0.03265238128989155
1,1,110120,peso_medio_grd,0.03844769897303285
1,1,110120,severidad_media,0.030257961706405
1,1,110120,mortalidad_media,0.04474474480100363
1,1,110120,tasa_cma,0.5438464879622735
1,1,110130,egresos_por_anio,0.12328609947794156
1,1,110130,estancia_media,0.017959689536362778
1,1,110130,peso_medio_grd,0.00913960855711328
1,1,110130,severidad_media,0.0780089613312048
1,1,110130,mortalidad_media,0.05906109703400174
1,1,110150,egresos_por_anio,0.11724137931034483
1,1,110150,estancia_media,0.1452371460708671
1,1,110150,peso_medio_grd,0.018945275930667353
1,1,110150,severidad_media,0.005288399604946811
1,1,110150,mortalidad_media,0.005611940367566746
1,1,110150,tasa_cma,0.5740341441834937
1,1,111100,egresos_por_anio,0.010658866689802263
1,1,111100,estancia_media,0.05033937159011781
1,1,111100,peso_medio_grd,0.05023787699371626
1,1,111100,severidad_media,0.010562981220780397
1,1,111100,mortalidad_media,0.007417739741427443
1,1,111100,tasa_cma,0.2855107707151069
1,1,111101,egresos_por_anio,0.10099458235627065
1,1,111101,estancia_media,0.02435476937394763
1,1,111101,peso_medio_grd,0.0442552570078448
1,1,111101,severidad_media,0.013208361648367422
1,1,111101,mortalidad_media,0.013184005588777454
1,1,111101,tasa_cma,0.3756399991380537
1,1,111195,egresos_por_anio,0.17435665067733322
1,1,111195,estancia_media,0.08085497611439904
