ari_k8_vs_k11,nmi_k8_vs_k11,silhouette_k8,silhouette_k11,varianza_acumulada_k8,varianza_acumulada_k11,n_hospitales_cambian,tamanos_k11
1.0,1.0,0.39795163468699657,0.3792336074538552,0.7226226982696651,0.799966302286268,0,"[3, 54, 5, 3]"
