escenario,n_variables,silhouette,calinski_harabasz,davies_bouldin,tamanos,ARI_vs_base,NMI_vs_base
base,35,0.40082961396310834,22.44596042591438,0.990225023110036,"[3, 54, 5, 3]",1.0,1.0
ponderacion_igualitaria_por_bloque,35,0.40932618935605963,25.496232256198923,0.9741860226158584,"[3, 54, 5, 3]",1.0,1.0
sin_demografico_obstetrico,28,0.3204099894093501,11.045730410004241,1.0363457113128034,"[3, 4, 3, 55]",0.9326485789989069,0.9063483859939747
