COD_HOSPITAL,NOMBRE_HOSPITAL,cluster_semantico,SERVICIO_SALUD,COMPLEJIDAD_MINSAL,egresos_por_anio,estancia_media_dias,peso_medio_grd,severidad_media,mortalidad_media,tasa_cma_pct,nivel_cma,diversidad_grd,comorbilidades_promedio,top3_capitulos_cie10,top3_secciones_cie9_proc,top3_grds_top20_nacional,perfil_resumen
116108,Hospital Presidente Carlos Ibáñez del Campo (Linares),Hospitales generales SNSS,DEL MAULE,Alta Complejidad,11231,5.72,0.931,1.634,1.467,17.57,Media (17.6%),0.808,2.88,"Embarazo/parto (22.5%), Digestivo (16.5%), Trauma (11.9%)","diagnóstico (71.3%), obstétrico-quirúrgico (8.0%), digestivo-quirúrgico (5.3%)","GRD 146101 (7.1%), GRD 146121 (2.9%), GRD 134161 (2.6%)","Hospital de alto volumen (11,231 egresos/año) y complejidad estándar. CMA: media (17.6%). Casuística dominante: Embarazo/parto."
108100,Hospital de San Camilo (San Felipe),Hospitales generales SNSS,ACONCAGUA,Alta Complejidad,9418,5.79,0.951,1.674,1.54,17.34,Media (17.3%),0.815,2.77,"Embarazo/parto (21.6%), Digestivo (17.7%), Cardiovascular (10.2%)","diagnóstico (69.0%), cardiovascular-quirúrgico (11.2%), obstétrico-quirúrgico (5.7%)","GRD 146101 (7.6%), GRD 61131 (3.7%), GRD 146131 (2.9%)","Hospital de volumen medio (9,418 egresos/año) y complejidad media. CMA: media (17.3%). Casuística dominante: Embarazo/parto."
103101,Hospital Dr. Carlos Cisternas (Calama),Hospitales generales SNSS,ANTOFAGASTA,Alta Complejidad,9147,5.85,0.867,1.619,1.502,9.19,Media (9.2%),0.801,2.49,"Embarazo/parto (23.0%), Digestivo (14.0%), Trauma (11.8%)","diagnóstico (77.1%), obstétrico-quirúrgico (9.0%), digestivo-quirúrgico (3.5%)","GRD 146121 (5.5%), GRD 146131 (4.4%), GRD 146101 (4.2%)","Hospital de volumen medio (9,147 egresos/año) y complejidad estándar. CMA: media (9.2%). Casuística dominante: Embarazo/parto."
107101,Hospital San Martín (Quillota),Hospitales generales SNSS,VIÑA DEL MAR QUILLOTA,Alta Complejidad,9044,7.74,0.918,1.627,1.45,19.93,Media (19.9%),0.814,2.47,"Embarazo/parto (24.0%), Trauma (13.7%), Digestivo (13.5%)","diagnóstico (66.1%), obstétrico-quirúrgico (9.8%), digestivo-quirúrgico (7.9%)","GRD 146101 (5.1%), GRD 146131 (3.8%), GRD 134161 (2.7%)","Hospital de volumen medio (9,044 egresos/año) y complejidad estándar. CMA: media (19.9%). Casuística dominante: Embarazo/parto."
105102,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospitales generales SNSS,COQUIMBO,Alta Complejidad,8319,6.72,0.883,1.556,1.482,22.7,Media (22.7%),0.794,2.55,"Embarazo/parto (24.0%), Digestivo (17.0%), Trauma (9.0%)","diagnóstico (73.9%), obstétrico-quirúrgico (6.7%), digestivo-quirúrgico (5.3%)","GRD 146101 (7.6%), GRD 146121 (4.1%), GRD 146131 (4.1%)","Hospital de volumen medio (8,319 egresos/año) y complejidad estándar. CMA: media (22.7%). Casuística dominante: Embarazo/parto."
125100,Hospital Regional (Coihaique),Hospitales generales SNSS,AYSEN,Alta Complejidad,8129,4.59,0.943,1.844,1.39,7.23,Media (7.2%),0.847,2.9,"Digestivo (16.1%), Embarazo/parto (14.5%), Trauma (12.6%)","diagnóstico (70.7%), obstétrico-quirúrgico (6.2%), digestivo-quirúrgico (5.9%)","GRD 146102 (4.3%), GRD 146101 (2.1%), GRD 61131 (1.5%)","Hospital de volumen medio (8,129 egresos/año) y complejidad estándar. CMA: media (7.2%). Casuística dominante: Digestivo."
129100,Hospital Dr. Mauricio Heyermann (Angol),Hospitales generales SNSS,ARAUCANÍA NORTE,Alta Complejidad,7689,6.22,0.841,1.645,1.501,16.08,Media (16.1%),0.827,2.78,"Embarazo/parto (17.7%), Digestivo (15.6%), Trauma (12.1%)","diagnóstico (79.9%), obstétrico-quirúrgico (5.3%), digestivo-quirúrgico (4.2%)","GRD 146101 (6.3%), GRD 71141 (3.3%), GRD 44153 (2.4%)","Hospital de volumen medio (7,689 egresos/año) y complejidad estándar. CMA: media (16.1%). Casuística dominante: Embarazo/parto."
108101,Hospital San Juan de Dios (Los Andes),Hospitales generales SNSS,ACONCAGUA,Alta Complejidad,7676,5.94,0.928,1.596,1.457,5.69,Media (5.7%),0.817,3.0,"Trauma (18.0%), Embarazo/parto (15.8%), Digestivo (14.4%)","diagnóstico (67.2%), cardiovascular-quirúrgico (10.4%), ortopédico (5.9%)","GRD 146101 (5.0%), GRD 81801 (3.7%), GRD 81701 (2.5%)","Hospital de volumen medio (7,676 egresos/año) y complejidad estándar. CMA: media (5.7%). Casuística dominante: Trauma."
115107,Hospital San Juan de Dios (San Fernando),Hospitales generales SNSS,LIBERTADOR B. O HIGGINS,Alta Complejidad,7211,5.76,0.933,1.648,1.441,18.22,Media (18.2%),0.814,2.65,"Embarazo/parto (19.7%), Digestivo (17.2%), Genitourinario (9.5%)","diagnóstico (76.5%), obstétrico-quirúrgico (6.5%), digestivo-quirúrgico (5.8%)","GRD 146101 (5.5%), GRD 146102 (3.3%), GRD 146131 (2.8%)","Hospital de volumen medio (7,211 egresos/año) y complejidad estándar. CMA: media (18.2%). Casuística dominante: Embarazo/parto."
110150,Hospital San José (Melipilla),Hospitales generales SNSS,METROPOLITANO OCCIDENTE,Alta Complejidad,6815,5.41,0.756,1.424,1.321,15.56,Media (15.6%),0.746,2.06,"Embarazo/parto (30.7%), Digestivo (16.5%), Genitourinario (8.4%)","diagnóstico (74.9%), obstétrico-quirúrgico (9.5%), digestivo-quirúrgico (4.7%)","GRD 146101 (12.8%), GRD 146131 (5.1%), GRD 131111 (3.3%)","Hospital de volumen medio (6,815 egresos/año) y complejidad estándar. CMA: media (15.6%). Casuística dominante: Embarazo/parto."
107102,Hospital de Quilpué,Hospitales generales SNSS,VIÑA DEL MAR QUILLOTA,Alta Complejidad,6731,6.34,0.828,1.682,1.37,22.13,Media (22.1%),0.804,2.99,"Embarazo/parto (28.3%), Digestivo (12.5%), Genitourinario (9.5%)","diagnóstico (70.5%), obstétrico-quirúrgico (10.4%), digestivo-quirúrgico (5.2%)","GRD 146101 (4.3%), GRD 146102 (3.7%), GRD 134161 (3.7%)","Hospital de volumen medio (6,731 egresos/año) y complejidad estándar. CMA: media (22.1%). Casuística dominante: Embarazo/parto."
133150,Hospital de Castro,Hospitales generales SNSS,CHILOÉ,Alta Complejidad,6730,5.46,0.901,1.534,1.419,17.13,Media (17.1%),0.819,2.3,"Embarazo/parto (19.1%), Digestivo (16.8%), Trauma (11.7%)","diagnóstico (77.9%), obstétrico-quirúrgico (8.3%), digestivo-quirúrgico (5.2%)","GRD 146101 (6.4%), GRD 61131 (3.5%), GRD 146121 (3.4%)","Hospital de volumen medio (6,730 egresos/año) y complejidad estándar. CMA: media (17.1%). Casuística dominante: Embarazo/parto."
106103,Hospital Claudio Vicuña (San Antonio),Hospitales generales SNSS,VALPARAISO SAN ANTONIO,Alta Complejidad,6712,7.09,0.809,1.702,1.519,17.78,Media (17.8%),0.812,3.13,"Embarazo/parto (20.8%), Digestivo (14.6%), Cardiovascular (13.1%)","diagnóstico (81.8%), obstétrico-quirúrgico (5.1%), digestivo-quirúrgico (3.8%)","GRD 146101 (4.5%), GRD 146131 (4.1%), GRD 44153 (3.7%)","Hospital de volumen medio (6,712 egresos/año) y complejidad estándar. CMA: media (17.8%). Casuística dominante: Embarazo/parto."
117102,Hospital de San Carlos,Hospitales generales SNSS,ÑUBLE,Alta Complejidad,6522,5.09,0.832,1.557,1.458,17.62,Media (17.6%),0.825,2.71,"Digestivo (17.4%), Embarazo/parto (13.1%), Cardiovascular (12.6%)","diagnóstico (76.6%), cardiovascular-quirúrgico (6.3%), digestivo-quirúrgico (4.2%)","GRD 146101 (3.5%), GRD 71141 (3.5%), GRD 61131 (2.7%)","Hospital de volumen medio (6,522 egresos/año) y complejidad estándar. CMA: media (17.6%). Casuística dominante: Digestivo."
129106,Hospital San José (Victoria),Hospitales generales SNSS,ARAUCANÍA NORTE,Alta Complejidad,6322,7.04,0.908,1.632,1.457,14.3,Media (14.3%),0.823,2.49,"Embarazo/parto (18.4%), Digestivo (15.3%), Trauma (12.6%)","diagnóstico (73.7%), obstétrico-quirúrgico (6.6%), digestivo-quirúrgico (4.6%)","GRD 146101 (5.8%), GRD 146131 (3.0%), GRD 81801 (2.5%)","Hospital de volumen medio (6,322 egresos/año) y complejidad estándar. CMA: media (14.3%). Casuística dominante: Embarazo/parto."
118105,Hospital San José (Coronel),Hospitales generales SNSS,CONCEPCIÓN,Alta Complejidad,5941,4.71,0.707,1.665,1.542,9.82,Media (9.8%),0.805,2.95,"Embarazo/parto (19.5%), Digestivo (16.0%), Respiratorio (13.0%)","diagnóstico (85.3%), obstétrico-quirúrgico (5.1%), digestivo-quirúrgico (2.5%)","GRD 146101 (4.0%), GRD 134161 (3.5%), GRD 44153 (3.0%)","Hospital de volumen medio (5,941 egresos/año) y complejidad estándar. CMA: media (9.8%). Casuística dominante: Embarazo/parto."
110130,Hospital Adalberto Steeger (Talagante),Hospitales generales SNSS,METROPOLITANO OCCIDENTE,Mediana Complejidad,5810,5.78,0.874,1.634,1.439,0.0,Sin CMA,0.756,2.43,"Embarazo/parto (29.6%), Digestivo (21.0%), Cardiovascular (10.1%)","diagnóstico (73.8%), obstétrico-quirúrgico (8.5%), digestivo-quirúrgico (4.9%)","GRD 146101 (9.8%), GRD 71141 (6.0%), GRD 146131 (5.5%)","Hospital de volumen medio (5,810 egresos/año) y complejidad estándar. CMA: sin cma. Casuística dominante: Embarazo/parto."
128109,Hospital Provincial Dr. Rafael Avaría (Curanilahue),Hospitales generales SNSS,ARAUCO,Mediana Complejidad,5654,5.38,0.781,1.65,1.469,9.77,Media (9.8%),0.8,2.81,"Embarazo/parto (28.8%), Digestivo (14.5%), Trauma (8.6%)","diagnóstico (77.4%), obstétrico-quirúrgico (10.0%), digestivo-quirúrgico (2.8%)","GRD 146101 (4.9%), GRD 146121 (4.8%), GRD 146131 (3.7%)","Hospital de volumen medio (5,654 egresos/año) y complejidad estándar. CMA: media (9.8%). Casuística dominante: Embarazo/parto."
115110,Hospital de Santa Cruz,Hospitales generales SNSS,LIBERTADOR B. O HIGGINS,Mediana Complejidad,4936,4.17,0.82,1.739,1.41,27.4,Alta (≥25%),0.808,3.14,"Embarazo/parto (27.7%), Digestivo (15.0%), Trauma (9.0%)","diagnóstico (77.2%), obstétrico-quirúrgico (7.7%), digestivo-quirúrgico (4.4%)","GRD 146101 (5.1%), GRD 146131 (4.3%), GRD 146102 (3.8%)","Hospital de bajo volumen (4,936 egresos/año) y complejidad estándar. CMA: alta (≥25%). Casuística dominante: Embarazo/parto."
104103,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospitales generales SNSS,ATACAMA,Mediana Complejidad,4908,5.54,0.855,1.665,1.481,12.21,Media (12.2%),0.829,3.1,"Digestivo (19.6%), Embarazo/parto (19.2%), Trauma (11.6%)","diagnóstico (75.1%), obstétrico-quirúrgico (6.5%), digestivo-quirúrgico (4.9%)","GRD 146101 (7.2%), GRD 61131 (3.1%), GRD 71141 (2.9%)","Hospital de bajo volumen (4,908 egresos/año) y complejidad estándar. CMA: media (12.2%). Casuística dominante: Digestivo."
113150,Hospital San Luis (Buin),Hospitales generales SNSS,METROPOLITANO SUR,Mediana Complejidad,4777,4.97,0.731,1.602,1.445,11.0,Media (11.0%),0.786,2.65,"Embarazo/parto (25.8%), Digestivo (17.8%), Respiratorio (10.5%)","diagnóstico (80.0%), obstétrico-quirúrgico (7.5%), digestivo-quirúrgico (3.3%)","GRD 146101 (4.9%), GRD 146131 (4.5%), GRD 146121 (4.2%)","Hospital de bajo volumen (4,777 egresos/año) y complejidad estándar. CMA: media (11.0%). Casuística dominante: Embarazo/parto."
116110,Hospital San José (Parral),Hospitales generales SNSS,DEL MAULE,Mediana Complejidad,4309,4.54,0.753,1.811,1.603,5.64,Media (5.6%),0.835,3.18,"Digestivo (16.1%), Embarazo/parto (12.8%), Genitourinario (12.1%)","diagnóstico (85.8%), obstétrico-quirúrgico (3.6%), digestivo-quirúrgico (2.6%)","GRD 146101 (3.3%), GRD 44163 (2.9%), GRD 134161 (2.6%)","Hospital de bajo volumen (4,309 egresos/año) y complejidad estándar. CMA: media (5.6%). Casuística dominante: Digestivo."
121121,Hospital de Villarrica,Hospitales generales SNSS,ARAUCANÍA SUR,Mediana Complejidad,4004,4.22,0.67,1.564,1.451,21.14,Media (21.1%),0.801,2.89,"Embarazo/parto (28.1%), Digestivo (11.5%), Genitourinario (10.0%)","diagnóstico (78.3%), obstétrico-quirúrgico (8.6%), ginecológico (3.6%)","GRD 146121 (5.8%), GRD 146101 (5.5%), GRD 131201 (4.1%)","Hospital de bajo volumen (4,004 egresos/año) y complejidad estándar. CMA: media (21.1%). Casuística dominante: Embarazo/parto."
112102,"Hospital de Niños Dr. Luis Calvo Mackenna (Santiago, Providencia)",Hospitales pediátricos,METROPOLITANO ORIENTE,Alta Complejidad,7484,6.13,1.393,1.811,1.618,13.48,Media (13.5%),0.797,2.33,"Respiratorio (19.4%), Congénito (13.9%), Contacto sanitario (12.6%)","diagnóstico (68.5%), cardiovascular-quirúrgico (7.7%), ortopédico (6.2%)","GRD 44163 (4.1%), GRD 61131 (2.4%), GRD 41023 (1.0%)","Hospital de volumen medio (7,484 egresos/año) y complejidad alta. CMA: media (13.5%). Casuística dominante: Respiratorio."
109101,"Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia)",Hospitales pediátricos,METROPOLITANO NORTE,Alta Complejidad,7115,6.21,1.202,1.949,1.731,10.8,Media (10.8%),0.789,2.46,"Respiratorio (24.9%), Trauma (12.6%), Congénito (10.3%)","diagnóstico (75.9%), cardiovascular-quirúrgico (5.3%), ortopédico (3.8%)","GRD 44163 (5.7%), GRD 61131 (4.4%), GRD 84121 (2.8%)","Hospital de volumen medio (7,115 egresos/año) y complejidad alta. CMA: media (10.8%). Casuística dominante: Respiratorio."
113130,"Hospital Dr. Exequiel González Cortés (Santiago, San Miguel)",Hospitales pediátricos,METROPOLITANO SUR,Alta Complejidad,7003,5.72,1.077,1.962,1.748,18.18,Media (18.2%),0.749,2.47,"Respiratorio (25.5%), Trauma (15.6%), Digestivo (12.3%)","diagnóstico (85.8%), digestivo-quirúrgico (3.8%), dermatológico-quirúrgico (3.2%)","GRD 44163 (12.1%), GRD 61131 (6.1%), GRD 81801 (1.9%)","Hospital de volumen medio (7,003 egresos/año) y complejidad media. CMA: media (18.2%). Casuística dominante: Respiratorio."
