ari,nmi,silhouette_pca_convencional,silhouette_clr_pca,varianza_acumulada_pca_convencional,varianza_acumulada_clr_pca,tamanos_clr_pca,n_hospitales_cambian_cluster
1.0,1.0,0.39795163468699657,0.4372906492521757,0.7226226982696651,0.7690791861933016,"[3, 54, 5, 3]",0
