COD_HOSPITAL,egresos_por_anio,estancia_media,estancia_mediana,peso_medio_grd,severidad_media,mortalidad_media,entropia_grd,comorbilidades_promedio,tasa_cma,peso_medio_cma,dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,pct_pediatrico,pct_geriatrico,pct_femenino_fertil,edad_mediana,pct_urgencia,pct_programada,pct_obstetrica_ingreso,pct_alta_domicilio,pct_alta_fallecido,pct_alta_traslado,pct_origen_emergencia,pct_origen_referencia,pct_uso_pabellon,pabellones_promedio,tasa_partos,tasa_prematurez,cv_estancia,pct_estancia_larga,peso_medio_cma_imputado
101100,15685.833333333334,5.947936035701004,3.0,0.9158525633533444,1.5489135631939648,1.4530733676884662,0.8258196639356793,3.597619933060617,0.13381804794993327,0.47425940165061903,-0.912064104015354,0.9850488711326135,1.410514658331549,-1.450607437788921,1.094499471856027,-0.5310780411912854,-0.13477954784344237,0.8188222059396069,0.10233225309461828,0.260468575678691,0.3279285979918185,42.56810403832991,0.6361685172395474,0.17268235669128193,0.1911491260691707,0.8912925676034639,0.03278967220953089,0.02253625883227966,0.7290973808638368,0.0051957711310630615,0.47181639483610477,0.5857620995590501,0.024225681347287892,0.05964912280701754,2.560355115939644,0.020698082133560006,False
102100,17336.5,6.969361366673396,3.0,0.9293847345196551,1.5835472365625511,1.457589478845211,0.8104921973791315,4.110883588575164,0.11634880856305484,0.4639887193341121,-2.157912485732314,1.5359603839660945,0.48818428754544574,-1.1603236731117155,0.0096343195758861,1.4769048101253475,0.39940217074222717,0.3435222970281248,0.14016670031436565,0.19714667512665957,0.3749699574116267,36.43805612594114,0.6536017458348955,0.11437333564060412,0.23202491852450033,0.8659187263865256,0.031330814562724116,0.037579672944365934,0.7706957382785837,0.006671858025937569,0.4382660860035186,0.6633307376536979,0.03028292908026418,0.08126984126984127,2.8146600756502735,0.0324267681865813,False
103100,18970.666666666668,8.479990863006599,4.0,1.0918744544208603,1.5851226454877705,1.450862735451223,0.8322500921067422,3.0783314590947426,0.10394558679976068,0.4980252347773402,-1.2333200396737256,1.4518934098782246,0.7980409849361769,-0.5119741789105952,-0.01640679802327478,1.0944129729217202,0.21777705868508768,1.22438369118209,0.14974873488895135,0.22633188079842564,0.32098678661793645,40.5886379192334,0.5621222237840877,0.25289921281979194,0.18497856339612032,0.9244359713241496,0.04092282822603317,0.013608729266235593,0.6566892746696654,0.05273931684003374,0.4544384312622997,0.5104020241776778,0.02307070565082935,0.09748667174409749,1.9027522861424113,0.049365687377003094,False
103101,9147.666666666666,5.84897512981689,3.0,0.8668827333017528,1.6186094814706846,1.5021316911416391,0.8007748472013261,3.5680319207083775,0.09193785880912596,0.5604151700557856,-2.8671056918022026,-0.8101272075773361,1.0505650041088257,-2.693066968605962,-0.41419736633621224,1.5440053061372452,-0.485342015465445,0.5133839060279841,0.15821885362387494,0.18820828626607877,0.37248114273220856,35.98631074606434,0.6641766570710199,0.10560069963196443,0.23022264329701564,0.891465947600481,0.03392486244215283,0.037805633494880295,0.7168130306453376,0.013555369310935393,0.3829027438691105,0.7691578909011405,0.02641839449039828,0.060689655172413794,1.5926624458178855,0.018474656560871626,False
104100,11526.666666666666,7.608771092699432,4.0,0.9127474667437826,1.6668305378831694,1.4308704453441297,0.8483714441250604,3.794115095430885,0.09885728432381721,0.4349710162119415,-0.16340116180544453,1.3383751070960452,1.3703080047538787,-0.5421828228304798,-0.029594796004152497,-0.2647321732259272,-0.4924512864369383,-0.13850322832169873,0.13108733371891268,0.23983516483516484,0.3143869288606131,41.6974674880219,0.6793956043956044,0.15066512434933488,0.16993927125506073,0.8850780798149219,0.03270676691729323,0.026995373048004628,0.6823019086176981,0.060106998264893005,0.4201561596298438,0.4215153267784847,0.02779063042220937,0.07336108220603538,2.2124592533855303,0.035685367264314635,False
104103,4908.166666666667,5.539746680702231,3.0,0.8547590478454278,1.6651838772114502,1.4812047947298719,0.8292083303701842,5.124316615165201,0.12210463556416754,0.5086861572265625,-1.2889014229817877,-0.26270498969052436,0.43917984147960953,-1.3670779644898263,0.25031504889203116,0.17741080147077057,0.11690177263527571,-0.4302615825571223,0.11389181296478658,0.27661380692043874,0.32948487215185573,42.614647501711154,0.6457604672484635,0.160345003225916,0.19389452952562056,0.8921525348908282,0.03253081598696051,0.03657170022751197,0.5896634860266902,0.06703113857855954,0.42371557608068183,0.4244286732996027,0.02699582328771775,0.04779874213836478,1.9480773151234663,0.01419403035756732,False
105100,12827.5,7.25325797440395,3.0,1.0504189384785292,1.7054895082180213,1.5155070486584812,0.8177997675678523,4.196712791528617,0.2432227805036332,0.509889181759379,-1.479466254419831,1.9055128332614037,-2.6873124061987164,-0.5222115622303871,0.7292066663046536,1.5952217097589807,1.3522195117427172,-0.5252555862441269,0.1758981355161437,0.2562723315792893,0.3226531540310531,40.53114305270363,0.5962580393685442,0.20410576235951405,0.1996361982719418,0.8825699993503541,0.03579549145715585,0.03584746313259274,0.6390567140908205,0.09645942961086208,0.4864288962515429,0.624959397128565,0.033716624439680376,0.10558766859344894,1.6574705108817958,0.03743259923341779,False
105101,13762.666666666666,7.302282773236452,3.0,1.0635944003100173,1.697066944390622,1.4129650261577213,0.8136477445802006,4.429798004262739,0.18229440015843937,0.5557958878809278,-0.573934340536174,2.1036743072330983,2.7113504898109455,0.10726134977717633,0.029058314114537506,0.5820442583175673,-0.20741115936436405,-0.19779547548479856,0.12171817477233095,0.2721371827165278,0.3140379771362139,43.60301163586585,0.6257750435962023,0.17876864948653362,0.1954563069172641,0.913691629529161,0.032951462894787835,0.0260245107537299,0.7063432474326681,0.065890815733385,0.47713621391203254,0.49927339662856035,0.029330556093780276,0.05119735755573906,2.452249142219436,0.03629383840341019,False
105102,8319.0,6.720373449802657,3.0,0.8829254257322594,1.5556757623111752,1.4815081940938415,0.7937353763197103,3.61501783066875,0.22700241590782383,0.4979517737754128,-2.806144587117278,0.3220707435330234,-0.7831013546905611,-2.0823351559117325,0.6699405724400112,0.5552750730746808,1.3631498551009582,1.3972881612495234,0.1414032135272669,0.2548583563729615,0.3591978202508314,39.05544147843943,0.6089674239692271,0.14993789317626316,0.24109468285450975,0.8914733341347117,0.04165164082221421,0.03516047601875225,0.696798493408663,0.054073005569579675,0.4684256921905678,0.9891413230756901,0.03592178547101014,0.04852203011712214,1.8210168038362093,0.030692791601554675,False
106100,19319.5,6.838416080748825,3.0,1.0384911108810615,1.6767514687233107,1.4412640078676984,0.822951067571689,5.868276439176308,0.10739696913694326,0.40816282354628236,0.7979063323084823,0.9431105288219337,1.3223068800440818,1.904326711508496,-1.6917354224671382,1.1205787356388497,-1.7039059017283913,-2.198604350828856,0.15480904440246038,0.27546434086458416,0.26556932977906605,46.83915126625599,0.5624886772431998,0.29450382601344066,0.14298161615638777,0.8317848115461925,0.034550583607236215,0.08956408464677312,0.5134363380694807,0.08274023654856492,0.33416151211642814,0.5503506819534667,0.01872891810519596,0.1045601105481345,2.3209747091287234,0.039485148856509396,False
106102,4107.833333333333,11.764920680001623,7.0,1.3150853166714003,2.0000405728891955,1.8056152878646488,0.824644761247082,7.1252079360571265,0.10031027559773681,0.6866146652110626,5.273779879715934,-0.9290701058628024,-2.086126402345262,3.623473735074415,3.324311812331645,0.06980138517124282,-1.390429763237653,3.6673380103441735,0.0,0.48265508986894956,0.13011725564977483,64.21355236139631,0.5466385361301578,0.4525094331967379,0.0008114577839087922,0.8210735586481114,0.04564450034486956,0.03663731894348197,0.00032458311356351686,0.6107437010589524,0.3777741712987382,0.3789913579746014,0.0,0.0,1.3607017991977282,0.07274719032742322,False
106103,6712.333333333333,7.094730830353596,4.0,0.8085130952972142,1.7022396583403685,1.5185976063961861,0.811632828867475,4.861821522570393,0.17784673171926674,0.475918629476584,-2.8359740531113684,-0.8993839042866427,2.0877923206153226,-0.4467793414625811,-1.1638739417876733,2.2560670884102647,-2.183166005022878,-0.14322067784926099,0.12141828474946616,0.2945572826140935,0.3098028504742514,46.30663928815879,0.7380195659730844,0.06150369965734717,0.20047673436956845,0.850424591547897,0.04702785916472166,0.054700302924963994,0.8528330933108209,0.011992848984456473,0.29684163480160897,0.3128321001142176,0.028976510900332722,0.04113110539845758,1.752702738096344,0.024581615930873515,False
107100,20564.333333333332,7.3845411959217415,4.0,1.2254875682816526,1.8322013842737426,1.5187703629261018,0.8397959728934432,5.215810545766943,0.11091735781350204,0.5579243422334828,2.6741983536532117,10.503881806323097,-6.1616635411228176,0.13671246047836233,6.490564646484702,-4.204667683159235,-3.1629858902139683,-0.9034057005473396,0.20528260904802814,0.26448705687841406,0.261942197656136,40.78302532511978,0.6215616034234029,0.22159726387110368,0.15684113270549332,0.8858379394744946,0.032248391227529864,0.049033115588478435,0.5408068986757006,0.13935130403773524,0.4317264519475467,0.5168090383025626,0.018997293047833628,0.13054607508532423,1.8590881225514289,0.03741105149692834,False
107101,9044.666666666666,7.743163558634923,4.0,0.9179593425222968,1.6271098990196802,1.450431193336773,0.8143076009309977,3.417778432962335,0.19926814513154206,0.5768143502406516,-3.7768536376283657,2.990850233263068,-1.7844787968481735,-1.2345131329155692,2.113876211979051,-2.141265870020901,0.5262784598701282,-0.6161921116545527,0.1326564457875728,0.24021522812707305,0.36402668239109603,39.61396303901437,0.6391427729048427,0.12060514483673619,0.24019680106139898,0.8638239846686814,0.03431119628510356,0.07529299034421759,0.587289010098032,0.2736972064568438,0.41313481241247146,0.4243568954079752,0.028396108203729637,0.08306294613887086,1.5745532974078884,0.03845728606176752,False
107102,6731.666666666667,6.337187422629364,3.0,0.8284926466947264,1.6817033919286952,1.3702649170586778,0.8037429587104347,4.9112899232483285,0.22127749821659243,0.47985884813104474,-4.8672883328654795,2.308769198363353,-0.4663125556151577,1.557100901758373,-2.116625183599196,-0.8193333253204286,-2.5648368333794744,-2.0319346231767845,0.1786580836840802,0.22525377568705124,0.39675662292646696,35.7056810403833,0.5775191879178014,0.13421639019559298,0.2882149046793761,0.8210448130725427,0.03181480564496163,0.061079475117603366,0.47033919286952214,0.20876454567962366,0.4142857142857143,0.43632087150284726,0.03161673681604357,0.07282693813625685,1.57599423150157,0.02743253280514979,False
108100,9418.833333333334,5.793958912108718,3.0,0.9509080459363333,1.6741280767257092,1.5399819510555093,0.8146331961262283,4.352184453134677,0.17338774554975353,0.48391198751476294,-1.4261952833057263,-0.1406570485572478,-0.6975552054259722,-0.6365630538505236,-0.31712534575888995,0.9467785132436353,0.31999548673757633,0.26575516746175537,0.15900766195388671,0.25256135756374637,0.3450179604692726,39.61670088980151,0.5970484667244704,0.1851255463344717,0.21782598694105781,0.9078796029232212,0.04250349477111461,0.033815228354537895,0.523366305097942,0.1339160901031621,0.42813158034434556,0.4767044750765311,0.03328437704598942,0.09303561935140882,2.0078377330783295,0.0206501159025357,False
108101,7676.5,5.944440825897219,3.0,0.928364195922621,1.596495798866671,1.4572830500010856,0.8172843147980405,4.647994962982262,0.056883100927575404,0.5233632109431245,0.06383190400277854,-0.8000142990622998,2.5836309984166683,-1.2790557487243586,1.4386469779684337,-1.333753023948587,0.24366048334228746,1.0667930818297267,0.07001888881651794,0.30730150459193645,0.29870383638376863,50.37371663244353,0.5680105951062767,0.27212922555852276,0.1598601793352005,0.9078138908790898,0.03323997481491131,0.03638811090123537,0.5769556438481078,0.04769968952864804,0.5017260470266397,0.5074795371154389,0.022753424954949086,0.05438931297709924,1.506791378148906,0.02064743046961506,False
109100,22959.5,7.815249032688944,3.0,0.9783686368024856,1.625434642159745,1.4764403986730257,0.7609528128562579,5.195917448841075,0.18822739085085946,0.5485168805960804,-5.350121004095566,2.806509736256628,1.6018281661882656,-0.3757827385811661,-1.4640143079365673,0.616751111818615,-0.6891734985958698,-0.8614408251264201,0.07206167381693852,0.2174335968408139,0.44801353107283115,37.43189596167009,0.5502660481862991,0.10249206936852574,0.3472418824451752,0.8916062341659589,0.050080939625572564,0.029160042683856354,0.8112618596514152,0.017385686389802334,0.5086057332839711,0.627902756302765,0.055772120473006816,0.08941819601718079,1.860443413779148,0.04399776417895279,False
109101,7115.166666666667,6.211337549777466,3.0,1.2020103768944275,1.9485605865404887,1.7313485277927432,0.7887078133346528,3.921458855496475,0.10800250731299624,0.42931301992648485,9.518586693078149,1.6279115176449084,-5.029813873033635,-5.609163107179292,-5.315846823610339,1.0067480360182783,0.27396034194490837,-0.5502004241161886,0.9656367852709002,0.0,0.017755498817080884,4.008213552361396,0.730083624183083,0.2699163758169169,0.0,0.9561031599166101,0.006066852498184629,0.026000796420791266,0.6180225340235647,0.05396922067883161,0.3404933124077674,0.40116183738961375,0.0,0.0,2.7733428186914693,0.02813239324447776,False
110100,20589.166666666668,7.6266695808441405,3.0,1.2077420083377182,1.745513417250172,1.6274739952240256,0.8257219405606823,4.967677176508682,0.18884401982993532,0.6846703198887343,-0.8283903527900451,1.678838814935653,-1.9789497475243196,1.624921669491409,0.9586772584200536,0.4613763928299285,0.5333366766312059,1.1328103599864285,0.11007406807787266,0.26341522645404136,0.3326911401627069,45.82614647501711,0.4838790626138341,0.3130044117051848,0.2031165256809811,0.9026348808030112,0.037123082527219006,0.02474602339417979,0.5568624276520824,0.0778726676650342,0.4672117213745092,0.6389687133201117,0.027417331120735015,0.11160318866253321,1.9840475474519288,0.04510462621929008,False
110110,3103.0,4.7444408636803095,2.0,1.301086319690622,1.4376409925878182,1.2893973573960684,0.698579082660161,3.8612632935868514,0.31832161687170474,0.6729899240855762,8.877467900872272,3.3435830864611336,15.27898875199867,-4.5045607347862235,0.11198667447261379,-5.485199352890117,-0.9764123204988572,1.7066477531302484,0.0,0.3941347083467612,0.11827263938124395,59.14305270362765,0.37077022236545276,0.6292297776345472,0.0,0.9682565259426361,0.0020947470190138574,0.01643570737995488,0.2106026426039317,0.13712536255236868,0.9033193683532066,0.9039639058975185,0.0,0.0,1.5702854024150632,0.015468901063486949,False
110120,19092.666666666668,8.1275642928226,4.0,0.983784050595342,1.7330912392192466,1.5895195362966583,0.7918868376195423,5.323213101016097,0.12196094061379036,0.49013804675716444,-2.623562601406966,0.19261019163918439,-0.5291477225279339,-1.1385771535060671,-1.6424925761575864,1.7266021591824652,-0.4211976278194908,0.48793585214616325,0.23475854603861868,0.21139879185725757,0.342155801529383,34.01779603011636,0.6379063514787527,0.12270854429274765,0.2393851042284996,0.875510667271902,0.040495478194071025,0.02070603023848598,0.6369897691958518,0.1171304863996648,0.4116763853486504,0.4288208387164356,0.02856244980620832,0.09077017114914425,2.2316213824418063,0.043559481825482735,False
