replica,variable,p_valor_ajustado_BH
20,severidad_media,0.006195549413477154
20,mortalidad_media,0.00017267239150925458
20,entropia_grd,0.019236791950263184
20,comorbilidades_promedio,0.0520237530931912
20,tasa_cma,0.0006680744375965119
20,peso_medio_cma,0.00041073004246362815
20,pct_pediatrico,0.0004959039290801208
20,pct_geriatrico,3.2529228834330994e-05
20,pct_femenino_fertil,1.823603861410979e-05
20,edad_mediana,1.823603861410979e-05
20,pct_urgencia,1.5479202196572014e-06
20,pct_programada,2.513286044968908e-08
20,pct_obstetrica_ingreso,1.5479202196572014e-06
20,pct_alta_domicilio,5.880573918352188e-05
20,pct_alta_fallecido,0.000159531765882242
20,pct_alta_traslado,0.003944579189613124
20,pct_origen_emergencia,4.495763204938589e-05
20,pct_origen_referencia,0.027942340738987066
20,pct_uso_pabellon,7.119689253240765e-06
20,pabellones_promedio,8.302495834568778e-05
20,tasa_partos,1.6999755280465694e-06
20,tasa_prematurez,0.024406327814993023
20,cv_estancia,0.034894002889343564
20,pct_estancia_larga,0.0023195968949287584
21,egresos_por_anio,0.1889315617622702
21,estancia_media,0.523903609210744
21,estancia_mediana,0.0907375373207553
21,peso_medio_grd,0.1480445338388601
21,severidad_media,0.02421370374167312
21,mortalidad_media,0.0005590926131404247
21,entropia_grd,0.0076047422232248816
21,comorbilidades_promedio,0.13226504129949893
21,tasa_cma,0.006042206224728683
21,peso_medio_cma,0.13226504129949893
21,pct_pediatrico,7.940418173044311e-09
21,pct_geriatrico,7.555737990109417e-07
21,pct_femenino_fertil,1.3173981922061304e-06
21,edad_mediana,7.555737990109417e-07
21,pct_urgencia,2.526939492271744e-05
21,pct_programada,0.0034838548580983205
21,pct_obstetrica_ingreso,7.927923853938219e-05
21,pct_alta_domicilio,5.3823125086579234e-05
21,pct_alta_fallecido,2.333117506434302e-05
21,pct_alta_traslado,0.00024288092398022892
21,pct_origen_emergencia,0.37345601701417147
21,pct_origen_referencia,0.0335725249084521
21,pct_uso_pabellon,8.322287708026033e-07
21,pabellones_promedio,0.0076047422232248816
21,tasa_partos,2.526939492271744e-05
21,tasa_prematurez,0.17985976216833985
21,cv_estancia,0.02421370374167312
21,pct_estancia_larga,0.8507155224085278
22,egresos_por_anio,0.00038280758530374095
22,estancia_media,0.009031532675220057
22,estancia_mediana,0.00038280758530374095
22,peso_medio_grd,4.98422398816568e-07
22,severidad_media,0.001602413626914711
22,mortalidad_media,0.00023437775486907165
22,entropia_grd,0.031844479218351394
22,comorbilidades_promedio,0.010455511302224371
22,tasa_cma,0.0055200863314760415
22,peso_medio_cma,0.043657431817882064
22,pct_pediatrico,1.2438247029512679e-07
22,pct_geriatrico,4.741420735652545e-08
22,pct_femenino_fertil,1.8342497145944578e-06
22,edad_mediana,4.741420735652545e-08
22,pct_urgencia,0.07657066263661963
22,pct_programada,4.522805590034858e-06
22,pct_obstetrica_ingreso,1.8187747809679952e-06
22,pct_alta_domicilio,3.7356912539563605e-07
22,pct_alta_fallecido,0.00013006982739846085
22,pct_alta_traslado,0.00023034487095110044
22,pct_origen_emergencia,0.05344577124762036
22,pct_origen_referencia,0.00496544411665259
22,pct_uso_pabellon,0.0009162575785496516
22,pabellones_promedio,0.0006241804478451238
22,tasa_partos,3.135067898606685e-06
22,tasa_prematurez,1.4237801157686817e-05
22,cv_estancia,0.001602413626914711
22,pct_estancia_larga,0.013313801134349195
23,egresos_por_anio,0.04375951446055469
23,estancia_media,0.11167693564665651
23,estancia_mediana,0.18123100897816516
23,peso_medio_grd,0.7120813316929739
23,severidad_media,0.3395458387750043
23,mortalidad_media,0.08058059851473401
23,entropia_grd,0.04375951446055469
23,comorbilidades_promedio,0.08280006066991427
23,tasa_cma,0.4191621705849811
23,peso_medio_cma,4.6376787538073435e-05
23,pct_pediatrico,1.6523473776547953e-10
23,pct_geriatrico,2.3409447906508552e-08
23,pct_femenino_fertil,0.0018604578496183727
23,edad_mediana,3.861666879397839e-09
23,pct_urgencia,0.04375951446055469
23,pct_programada,0.01866497202741276
23,pct_obstetrica_ingreso,0.052929072362754986
23,pct_alta_domicilio,0.004588258397952463
23,pct_alta_fallecido,3.5606537134911765e-08
23,pct_alta_traslado,0.05809740825943098
