K_sub,replica,n_sub,silhouette,ari_vs_referencia,nmi_vs_referencia
2,52,43,0.22229587942022055,0.4303907528641571,0.2931053010440343
2,53,43,0.2078076542620703,0.6983514556296037,0.612612606870009
2,54,43,0.25611832356952974,0.5401700027419797,0.45706007868945375
2,55,43,0.18543114841993527,0.12331469911213416,0.05838402958542038
2,56,43,0.16633877997559154,0.651837352077587,0.6114872262079741
2,57,43,0.14273290075693248,0.5711286089238845,0.5387544268289237
2,58,43,0.1785903732649018,0.5621918731053067,0.4122375651144477
2,59,43,0.15491269192347193,0.406673863049702,0.2576632613191312
2,60,43,0.18024369155794603,0.8127626648055711,0.7428764427500119
2,61,43,0.11766860486462147,0.17788546255506607,0.16394556525989867
2,62,43,0.1898898154375881,0.5997340425531915,0.5232171212735472
2,63,43,0.12165612675694888,0.31382978723404253,0.21889036370909742
2,64,43,0.2170975359201073,0.6983514556296037,0.612612606870009
2,65,43,0.181842774908996,0.9011123105082837,0.836051183664658
2,66,43,0.19300303573489383,0.8044990099009901,0.7243275824309511
2,67,43,0.17449610409017807,0.8127626648055711,0.7428764427500119
2,68,43,0.09906650019171565,0.13300048745180873,0.0936250512893678
2,69,43,0.16885680924248606,0.8044990099009901,0.7243275824309511
2,70,43,0.1630737117305166,-0.027521961432841257,0.001224312199866231
2,71,43,0.18201596181314286,0.5538653561120213,0.4210686150822172
2,72,43,0.09260475261151474,0.046798029556650245,0.2145602278076577
2,73,43,0.12398594005199898,0.38120411160058737,0.4269140843064962
2,74,43,0.22141720556031946,1.0,1.0
2,75,43,0.147515851566848,0.4707168316831683,0.3168544536139987
2,76,43,0.1359739309071948,0.5025237861258767,0.4926540530104729
2,77,43,0.22414363470444962,0.8981436720487286,0.8289530526303875
2,78,43,0.09594380721796615,0.2709724770642202,0.3784050487873183
2,79,43,0.22975375197196005,0.5014818688981869,0.4396749347323894
2,80,43,0.22481215507923294,0.7743215565796211,0.6105272044146239
2,81,43,0.23754592050053905,0.5260942342431927,0.4684859435626326
2,82,43,0.20055214348512093,0.8940016433853739,0.8202117496664725
