COD_HOSPITAL,anios_presentes,cluster_ampliado,egresos_por_anio,estancia_media,peso_medio_grd,severidad_media,mortalidad_media,tasa_cma
110110,2,3,3103.0,4.7444408636803095,1.301086319690622,1.4376409925878182,1.2893973573960684,0.31832161687170474
116107,1,2,2796.0,4.7310443490701,0.694229113018598,1.8122317596566524,1.7013590844062947,0.12734082397003746
116111,1,2,4461.0,6.119058295964126,0.7473150863035194,1.837480385563775,1.6193678547410895,0.047202050405809486
118106,2,2,3853.0,5.571243187126914,0.7598540228393459,1.960679989618479,1.7248896963405138,0.34086049097596444
119101,2,2,3182.5,7.63073538654934,0.8066285624509034,2.0554595443833463,1.8628436763550669,0.24879027499114836
119102,1,2,2751.0,6.850909090909091,0.8367042166484914,1.9872773536895674,1.9073064340239914,0.3382246812605244
200717,1,2,6389.0,9.099405134627427,1.0429198466113632,1.775395210518078,1.6835185475035217,0.3829437898396755
